Title,Journal,Year,Volume,Issue,DOI
Accounting and capital market measures of risk: Evidence from Asian banks during 1998-2003,JOURNAL OF BANKING & FINANCE,2008,32,4,10.1016/j.jbankfin.2006.06.018
Accounting for a shift in term structure behavior with no-arbitrage and macro-finance models,JOURNAL OF MONEY CREDIT AND BANKING,2007,39,2-3,10.1111/j.0022-2879.2007.00030.x
Accounting for distress in bank mergers,JOURNAL OF BANKING & FINANCE,2007,31,10,10.1016/j.jbankfin.2006.12.009
Accounting for the East Asian crisis: A quantitative model of capital outflows in small open econornies,JOURNAL OF MONEY CREDIT AND BANKING,2006,38,3,10.1353/mcb.2006.0040
Accounting for trends in productivity and R&D: A Schumpeterian critique of semi-endogenous growth theory,JOURNAL OF MONEY CREDIT AND BANKING,2007,39,4,10.1111/j.1538-4616.2007.00045.x
Accounting for U.S. regional real exchange rates,JOURNAL OF MONEY CREDIT AND BANKING,2006,38,1,10.1353/mcb.2006.0013
Accounting transparency and the term structure of credit spreads,JOURNAL OF FINANCIAL ECONOMICS,2005,75,1,10.1016/j.jfineco.2004.07.002
Accounting-based versus market-based cross-sectional models of CDS spreads,JOURNAL OF BANKING & FINANCE,2009,33,4,10.1016/j.jbankfin.2008.11.003
"Accruals, cash flows, and aggregate stock returns",JOURNAL OF FINANCIAL ECONOMICS,2009,91,3,10.1016/j.jfineco.2007.11.009
Accurate minimum capital risk requirements: A comparison of several approaches,JOURNAL OF BANKING & FINANCE,2008,32,11,10.1016/j.jbankfin.2008.05.003
Acquisition premiums when investment banks invest their own money in the deals they advise and when they do not: Evidence from acquisitions of assets in the UK,JOURNAL OF BANKING & FINANCE,2003,27,10,10.1016/S0378-4266(02)00312-6
Acquisition Targets and Motives in the Banking Industry,JOURNAL OF MONEY CREDIT AND BANKING,2009,41,6,10.1111/j.1538-4616.2009.00251.x
Acquisition Values and Optimal Financial (In)Flexibility,REVIEW OF FINANCIAL STUDIES,2010,23,7,10.1093/rfs/hhq017
Acquisitions as a means of restructuring firms in chapter 11,JOURNAL OF FINANCIAL INTERMEDIATION,1998,7,3,10.1006/jfin.1998.0243
Acquisitions of solvent thrifts: Wealth effects and managerial motivations,JOURNAL OF BANKING & FINANCE,1997,21,10,10.1016/S0378-4266(97)00026-5
Active portfolio management with benchmarking: A frontier based on alpha,JOURNAL OF BANKING & FINANCE,2010,34,9,10.1016/j.jbankfin.2010.02.005
Activist arbitrage: A study of open-ending attempts of closed-end funds,JOURNAL OF FINANCIAL ECONOMICS,2010,95,1,10.1016/j.jfineco.2009.01.005
Actual share reacquisitions in open-market repurchase programs,JOURNAL OF FINANCE,1998,53,1,10.1111/0022-1082.115194
"Actual share repurchases, timing and liquidity",JOURNAL OF BANKING & FINANCE,2007,31,3,10.1016/j.jbankfin.2006.07.006
Adam Smith's support for money and banking regulation: A case of inconsistency,JOURNAL OF MONEY CREDIT AND BANKING,1997,29,1,10.2307/2953690
Adapting prices or quantities in the presence of adjustment costs?,JOURNAL OF MONEY CREDIT AND BANKING,2004,36,2,10.1353/mcb.2004.0009
Adaptive learning and monetary policy design,JOURNAL OF MONEY CREDIT AND BANKING,2003,35,6,10.1353/mcb.2004.0026
Adaptive learning in financial markets,REVIEW OF FINANCIAL STUDIES,1999,12,5,10.1093/rfs/12.5.1165
Adaptive traders and the design of financial markets,JOURNAL OF FINANCE,2007,62,6,10.1111/j.1540-6261.2007.01294.x
Adding and subtracting Black-Scholes: A new approach to approximating derivative prices in continuous-time models,JOURNAL OF FINANCIAL ECONOMICS,2011,102,2,10.1016/j.jfineco.2011.05.007
Additional evidence of long-run purchasing power parity with restricted structural change,JOURNAL OF MONEY CREDIT AND BANKING,2006,38,5,10.1353/mcb.2006.0073
ADR holdings of US-based emerging market funds,JOURNAL OF BANKING & FINANCE,2007,31,6,10.1016/j.jbankfin.2006.11.004
Advantageous innovation and imitation in the underwriting market for corporate securities,JOURNAL OF BANKING & FINANCE,2011,35,5,10.1016/j.jbankfin.2010.09.019
Adverse selection and competitive market making: Empirical evidence from a limit order market,REVIEW OF FINANCIAL STUDIES,2001,14,3,10.1093/rfs/14.3.705
Adverse selection and the required return,REVIEW OF FINANCIAL STUDIES,2004,17,3,10.1093/rfs/hhg032
"Adverse selection costs, trading activity and price discovery in the NYSE: An empirical analysis",JOURNAL OF BANKING & FINANCE,2004,28,1,10.1016/S0378-4266(02)00400-4
"Adverse selection, brokerage coverage, and trading activity on the Tokyo Stock Exchange",JOURNAL OF BANKING & FINANCE,2005,29,6,10.1016/j.jbankfin.2004.05.039
"Advertising, breadth of ownership, and liquidity",REVIEW OF FINANCIAL STUDIES,2004,17,2,10.1093/rfs/hhg039
Advisors and asset prices: A model of the origins of bubbles,JOURNAL OF FINANCIAL ECONOMICS,2008,89,2,10.1016/j.jfineco.2007.09.001
Affiliated firms and financial support: Evidence from Indian business groups,JOURNAL OF FINANCIAL ECONOMICS,2007,86,3,10.1016/j.jfineco.2006.09.008
Affiliated mutual funds and analyst optimism,JOURNAL OF FINANCIAL ECONOMICS,2009,93,1,10.1016/j.jfineco.2008.06.006
Affiliated mutual funds and the allocation of initial public offerings,JOURNAL OF FINANCIAL ECONOMICS,2007,86,2,10.1016/j.jfineco.2006.08.005
Affine term structure models and the forward premium anomaly,JOURNAL OF FINANCE,2001,56,1,10.1111/0022-1082.00325
Affirmative obligations and market making with inventory,JOURNAL OF FINANCIAL ECONOMICS,2007,86,2,10.1016/j.jfineco.2006.11.002
"African SMES, networks, and manufacturing performance",JOURNAL OF BANKING & FINANCE,2006,30,11,10.1016/j.jbankfin.2006.05.004
After-tax term structures of real interest rates: Inferences from the UK linked and non-linked gilt markets,JOURNAL OF BANKING & FINANCE,2000,24,9,10.1016/S0378-4266(99)00087-4
Agency and brokerage of real assets in competitive equilibrium,REVIEW OF FINANCIAL STUDIES,1998,11,2,10.1093/rfs/11.2.239
Agency and optimal investment dynamics,REVIEW OF FINANCIAL STUDIES,2007,20,1,10.1093/rfs/hhl004
Agency conflicts in public and negotiated transfers of corporate control,JOURNAL OF FINANCE,2000,55,2,10.1111/0022-1082.00222
"Agency conflicts, investment, and asset pricing",JOURNAL OF FINANCE,2008,63,1,10.1111/j.1540-6261.2008.01309.x
"Agency conflicts, ownership concentration, and legal shareholder protection",JOURNAL OF FINANCIAL INTERMEDIATION,2006,15,1,10.1016/j.jfi.2004.12.004
Agency costs and ownership structure,JOURNAL OF FINANCE,2000,55,1,10.1111/0022-1082.00201
"Agency costs, governance, and organizational forms: Evidence from the mutual fund industry",JOURNAL OF BANKING & FINANCE,2009,33,4,10.1016/j.jbankfin.2008.12.003
"Agency costs, ownership structure and corporate governance mechanisms",JOURNAL OF BANKING & FINANCE,2003,27,5,10.1016/S0378-4266(01)00260-6
"Agency costs, risk management, and capital structure",JOURNAL OF FINANCE,1998,53,4,10.1111/0022-1082.00051
Agency problems and dividend policies around the world,JOURNAL OF FINANCE,2000,55,1,10.1111/0022-1082.00199
Agency Problems at Dual-Class Companies,JOURNAL OF FINANCE,2009,64,4,10.1111/j.1540-6261.2009.01477.x
"Agency problems, equity ownership, and corporate diversification",JOURNAL OF FINANCE,1997,52,1,10.2307/2329559
"Agency problems, information asymmetries, and convertible debt security design",JOURNAL OF FINANCIAL INTERMEDIATION,1998,7,1,10.1006/jfin.1998.0231
"Agent-based learning in 'islands' with, sticky information': An explanation for the persistence of real effects",JOURNAL OF MONEY CREDIT AND BANKING,2006,38,1,10.1353/mcb.2006.0015
Agents watching agents?: evidence from pension fund ownership and firm value,JOURNAL OF FINANCIAL ECONOMICS,2002,63,1,10.1016/S0304-405X(01)00091-5
Aggregate insider trading: Contrarian beliefs or superior information?,JOURNAL OF BANKING & FINANCE,2010,34,6,10.1016/j.jbankfin.2009.11.016
Aggregate price effects of institutional trading: a study of mutual fund flow and market returns,JOURNAL OF FINANCIAL ECONOMICS,2001,59,2,10.1016/S0304-405X(00)00085-4
"Aggregate supply, investment in capacity, and potential output",JOURNAL OF MONEY CREDIT AND BANKING,2005,37,1,10.1353/mcb.2005.0008
Aligning debt and equity claimant interests: Evidence from dual claim investors,JOURNAL OF BANKING & FINANCE,2009,33,12,10.1016/j.jbankfin.2009.05.023
All that glitters: The effect of attention and news on the buying behavior of individual and institutional investors,REVIEW OF FINANCIAL STUDIES,2008,21,2,10.1093/rfs/hhm079
All the News That's Fit to Reprint: Do Investors React to Stale Information?,REVIEW OF FINANCIAL STUDIES,2011,24,5,10.1093/rfs/hhq141
Allocation of initial public offerings and flipping activity,JOURNAL OF FINANCIAL ECONOMICS,2003,68,1,10.1016/S0304-405X(02)00250-7
"Allocations, adverse selection, and cascades in IPOs: evidence from the Tel Aviv Stock Exchange",JOURNAL OF FINANCIAL ECONOMICS,2003,68,1,10.1016/S0304-405X(02)00251-9
Altering the terms of executive stock options,JOURNAL OF FINANCIAL ECONOMICS,2000,57,1,10.1016/S0304-405X(00)00052-0
"Alternative factor specifications, security characteristics, and the cross-section of expected stock returns",JOURNAL OF FINANCIAL ECONOMICS,1998,49,3,10.1016/S0304-405X(98)00028-2
"Alternative flotation methods, adverse selection, and ownership structure: evidence from seasoned equity issuance in the U.K.",JOURNAL OF FINANCIAL ECONOMICS,2000,57,2,10.1016/S0304-405X(00)00054-4
Alternative measures of the Federal Reserve Banks' cost of equity capital,JOURNAL OF BANKING & FINANCE,2006,30,6,10.1016/j.jbankfin.2005.09.005
Alternative models for hedging yield curve risk: An empirical comparison,JOURNAL OF BANKING & FINANCE,2011,35,11,10.1016/j.jbankfin.2011.04.002
Alternatives for Distressed Banks during the Great Depression,JOURNAL OF MONEY CREDIT AND BANKING,2010,42,2-3,10.1111/j.1538-4616.2009.00293.x
Amazing discovery: Vincenz Bronzin's option pricing models,JOURNAL OF BANKING & FINANCE,2007,31,2,10.1016/j.jbankfin.2006.07.003
Ambiguity and Nonparticipation: The Role of Regulation,REVIEW OF FINANCIAL STUDIES,2009,22,5,10.1093/rfs/hhn100
Ambiguity Aversion and the Term Structure of Interest Rates,REVIEW OF FINANCIAL STUDIES,2009,22,10,10.1093/rfs/hhn092
Ambiguity in Asset Markets: Theory and Experiment,REVIEW OF FINANCIAL STUDIES,2010,23,4,10.1013/rfs/hhp106
"Ambiguity, information quality, and asset pricing",JOURNAL OF FINANCE,2008,63,1,10.1111/j.1540-6261.2008.01314.x
"Ambiguous Information, Portfolio Inertia, and Excess Volatility",JOURNAL OF FINANCE,2011,66,6,10.1111/j.1540-6261.2011.01693.x
America's historical experience with low inflation,JOURNAL OF MONEY CREDIT AND BANKING,2000,32,4,10.2307/2601154
American GARCH employee stock option valuation,JOURNAL OF BANKING & FINANCE,2009,33,6,10.1016/j.jbankfin.2008.12.012
An advanced perspective on the predictability in hedge fund returns,JOURNAL OF BANKING & FINANCE,2010,34,11,10.1016/j.jbankfin.2010.05.005
An alternative valuation model for contingent claims,JOURNAL OF FINANCIAL ECONOMICS,1997,44,1,10.1016/S0304-405X(96)00009-8
An analysis and critique of the BIS proposal on capital adequacy and ratings,JOURNAL OF BANKING & FINANCE,2001,25,1,10.1016/S0378-4266(00)00116-3
An analysis of bidding in the Japanese Government Bond auctions,JOURNAL OF FINANCE,1998,53,2,10.1111/0022-1082.305342
An analysis of compensation in the U.S. venture capital partnership,JOURNAL OF FINANCIAL ECONOMICS,1999,51,1,10.1016/S0304-405X(98)00042-7
An analysis of competitive externalities in gross settlement systems,JOURNAL OF BANKING & FINANCE,1998,22,1,10.1016/S0378-4266(97)00043-5
An analysis of contagion and competitive effects at commercial banks,JOURNAL OF FINANCIAL ECONOMICS,1999,54,2,10.1016/S0304-405X(99)00036-7
An analysis of covariance risk and pricing anomalies,REVIEW OF FINANCIAL STUDIES,2003,16,2,10.1093/rfs/hhg007
An analysis of default correlations and multiple defaults,REVIEW OF FINANCIAL STUDIES,2001,14,2,10.1093/rfs/14.2.555
"An analysis of depth behavior in an electronic, order-driven environment",JOURNAL OF BANKING & FINANCE,1999,23,12,10.1016/S0378-4266(99)00044-8
An analysis of finance journal impact factors,JOURNAL OF FINANCE,2000,55,3,10.1111/0022-1082.00254
An analysis of IMF-induced moral hazard,JOURNAL OF BANKING & FINANCE,2004,28,12,10.1016/j.jbankfin.2003.10.016
An analysis of intraday patterns in price clustering on the Tokyo Stock Exchange,JOURNAL OF BANKING & FINANCE,2006,30,3,10.1016/j.jbankfin.2005.07.017
An analysis of mutual fund design: the case of investing in small-cap stocks,JOURNAL OF FINANCIAL ECONOMICS,1999,51,2,10.1016/S0304-405X(98)00049-X
An analysis of portfolio selection with background risk,JOURNAL OF BANKING & FINANCE,2010,34,12,10.1016/j.jbankfin.2010.07.013
An analysis of the determinants and shareholder wealth effects of mutual fund mergers,JOURNAL OF FINANCE,2002,57,3,10.1111/1540-6261.00468
An analysis of the disposition of assets in a joint venture,JOURNAL OF BANKING & FINANCE,2007,31,9,10.1016/j.jbankfin.2006.09.014
An analysis of the implications of uncertainty and agency problems on the wealth effects to acquirers of private firms,JOURNAL OF BANKING & FINANCE,2008,32,5,10.1016/j.jbankfin.2007.07.001
An analysis of the liquidity benefits provided by secondary markets,JOURNAL OF BANKING & FINANCE,2009,33,2,10.1016/j.jbankfin.2008.08.008
An analysis of the true notional bond system applied to the CBOT T-bond futures,JOURNAL OF BANKING & FINANCE,2009,33,3,10.1016/j.jbankfin.2008.09.006
An analysis of trade-size clustering and its relation to stealth trading,JOURNAL OF FINANCIAL ECONOMICS,2007,84,2,10.1016/j.jfineco.2006.02.005
An analysis of value destruction and recovery in the alliance and proposed merger of Volvo and Renault,JOURNAL OF FINANCIAL ECONOMICS,1999,51,1,10.1016/S0304-405X(98)00046-4
An analysis of VaR-based capital requirements,JOURNAL OF FINANCIAL INTERMEDIATION,2006,15,3,10.1016/j.jfi.2005.07.001
An analytic approach to credit risk of large corporate bond and loan portfolios,JOURNAL OF BANKING & FINANCE,2001,25,9,10.1016/S0378-4266(00)00147-3
An anatomy of rating through the cycle,JOURNAL OF BANKING & FINANCE,2004,28,3,10.1016/S0378-4266(03)00041-4
An anatomy of trading strategies,REVIEW OF FINANCIAL STUDIES,1998,11,3,10.1093/rfs/11.3.489
An appreciation of Lawrence G Goldberg,JOURNAL OF BANKING & FINANCE,2005,29,10,10.1016/j.jbankfin.2005.03.020
An approximation method for analysis and valuation of credit correlation derivatives,JOURNAL OF BANKING & FINANCE,2006,30,2,10.1016/j.jbankfin.2005.04.028
An asymptotic theory for estimating beta-pricing models using cross-sectional regression,JOURNAL OF FINANCE,1998,53,4,10.1111/0022-1082.00053
An econometric analysis of emission allowance prices,JOURNAL OF BANKING & FINANCE,2008,32,10,10.1016/j.jbankfin.2007.09.024
An econometric model of serial correlation and illiquidity in hedge fund returns,JOURNAL OF FINANCIAL ECONOMICS,2004,74,3,10.1016/j.jfineco.2004.04.001
An econometric model of the term structure of interest-rate swap yields,JOURNAL OF FINANCE,1997,52,4,10.1111/j.1540-6261.1997.tb01111.x
An economic capital model integrating credit and interest rate risk in the banking book,JOURNAL OF BANKING & FINANCE,2010,34,4,10.1016/j.jbankfin.2009.06.012
An Economic Evaluation of Empirical Exchange Rate Models,REVIEW OF FINANCIAL STUDIES,2009,22,9,10.1093/rfs/hhn058
An empirical analysis of aggregate household portfolios,JOURNAL OF BANKING & FINANCE,2008,32,8,10.1016/j.jbankfin.2007.11.010
An empirical analysis of analysts' target prices: Short-term informativeness and long-term dynamics,JOURNAL OF FINANCE,2003,58,5,10.1111/1540-6261.00593
An empirical analysis of herd behavior in global stock markets,JOURNAL OF BANKING & FINANCE,2010,34,8,10.1016/j.jbankfin.2009.12.014
An empirical analysis of home equity loan and line performance,JOURNAL OF FINANCIAL INTERMEDIATION,2006,15,4,10.1016/j.jfi.2005.03.002
An empirical analysis of incremental capital structure decisions under managerial entrenchment,JOURNAL OF BANKING & FINANCE,2001,25,10,10.1016/S0378-4266(00)00163-1
An empirical analysis of NYSE specialist trading,JOURNAL OF FINANCIAL ECONOMICS,1998,48,2,10.1016/S0304-405X(98)00008-7
An empirical analysis of personal bankruptcy and delinquency,REVIEW OF FINANCIAL STUDIES,2002,15,1,10.1093/rfs/15.1.319
An empirical analysis of stock and bond market liquidity,REVIEW OF FINANCIAL STUDIES,2005,18,1,10.1093/rfs/hhi010
An empirical analysis of the dynamic relation between investment-grade bonds and credit default swaps,JOURNAL OF FINANCE,2005,60,5,10.1111/j.1540-6261.2005.00798.x
An empirical analysis of the dynamic relationship between mutual fund flow and market return volatility,JOURNAL OF BANKING & FINANCE,2008,32,10,10.1016/j.jbankfin.2007.12.035
An empirical analysis of the pricing of collateralized debt obligations,JOURNAL OF FINANCE,2008,63,2,10.1111/j.1540-6261.2008.01330.x
An empirical comparison of continuous-time models of implied volatility indices,JOURNAL OF BANKING & FINANCE,2007,31,12,10.1016/j.jbankfin.2007.01.011
An empirical comparison of forward-rate and spot-rate models for valuing interest-rate options,JOURNAL OF FINANCE,1999,54,1,10.1111/0022-1082.00104
